opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,engage_day,engage_month,engage_year,engage_quarter,close_day,close_month,close_year,close_quarter,manager,regional_office,series,sales_price
AEBF9M5T,Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-01-10,2017-03-30 00:00:00.000000000,489.00,medical,1992,3922.42,6837,United States,Indépendant,Tuesday,January,2017,1,Thursday,March,2017,1,Dustin Brinkmann,Central,GTX,550.00
DWUD4S0P,Markita Hansen,GTX Basic,Inconnu,Engaging,2017-01-10,2017-08-05 21:40:26.431718144,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Tuesday,January,2017,1,Saturday,August,2017,3,Celia Rouche,West,GTX,550.00
MCE5DKD1,Markita Hansen,MG Special,Bioholding,Engaging,2017-01-10,2017-08-05 21:40:26.431718144,472.00,medical,2012,587.34,1356,Philipines,Indépendant,Tuesday,January,2017,1,Saturday,August,2017,3,Celia Rouche,West,MG,55.00
EV46ES18,Markita Hansen,GTX Plus Pro,Golddex,Won,2017-01-10,2017-03-16 00:00:00.000000000,5908.00,finance,2008,52.50,165,United States,Indépendant,Tuesday,January,2017,1,Thursday,March,2017,1,Celia Rouche,West,GTX,5482.00
ID3IJHUS,Markita Hansen,MG Advanced,Xx-holding,Won,2017-01-10,2017-03-11 00:00:00.000000000,3820.00,finance,1993,7537.24,20293,United States,Indépendant,Tuesday,January,2017,1,Saturday,March,2017,1,Celia Rouche,West,MG,3393.00
YBJ72HKE,Maureen Marcano,GTX Plus Basic,Hottechi,Lost,2017-01-10,2017-03-12 00:00:00.000000000,0.00,technolgy,1997,8170.38,16499,Korea,Indépendant,Tuesday,January,2017,1,Sunday,March,2017,1,Summer Sewald,West,GTX,1096.00
RW39Y63V,Vicki Laflamme,GTXPro,Inconnu,Engaging,2017-01-10,2017-08-02 07:57:14.005763584,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Tuesday,January,2017,1,Wednesday,August,2017,3,Celia Rouche,West,Inconnu,1096.00
5DEO8EDS,Vicki Laflamme,GTX Basic,Rantouch,Won,2017-01-10,2017-03-20 00:00:00.000000000,581.00,telecommunications,1994,1188.42,3015,United States,Indépendant,Tuesday,January,2017,1,Monday,March,2017,1,Celia Rouche,West,GTX,550.00
8LW65NDL,Violet Mclelland,GTX Plus Pro,Inconnu,Engaging,2017-01-10,2017-08-02 07:27:40.103627008,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Tuesday,January,2017,1,Wednesday,August,2017,3,Cara Losch,East,GTX,5482.00
CJ2ON1LV,Corliss Cosme,GTXPro,Nam-zim,Engaging,2017-01-11,2017-08-04 04:24:06.288209664,472.00,services,1987,405.59,1179,Brazil,Warephase,Wednesday,January,2017,1,Friday,August,2017,3,Cara Losch,East,Inconnu,1096.00
4I8X7EMW,Corliss Cosme,GTXPro,Inconnu,Engaging,2017-01-11,2017-08-04 04:24:06.288209664,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Wednesday,January,2017,1,Friday,August,2017,3,Cara Losch,East,Inconnu,1096.00
WPXAMXD2,Darcel Schlecht,GTX Plus Pro,Funholding,Lost,2017-01-11,2017-03-10 00:00:00.000000000,0.00,finance,1991,2819.50,7227,United States,Golddex,Wednesday,January,2017,1,Friday,March,2017,1,Melvin Marxen,Central,GTX,5482.00
A4BBDK82,Jonathan Berthelot,GTX Basic,Gogozoom,Won,2017-01-11,2017-03-28 00:00:00.000000000,585.00,telecommunications,2007,86.68,187,United States,Sonron,Wednesday,January,2017,1,Tuesday,March,2017,1,Melvin Marxen,Central,GTX,550.00
LMOAYCUK,Kami Bicknell,GTX Plus Basic,Plusstrip,Engaging,2017-01-11,2017-07-29 04:40:35.294117632,472.00,entertainment,2002,349.81,315,United States,Indépendant,Wednesday,January,2017,1,Saturday,July,2017,3,Summer Sewald,West,GTX,1096.00
4XCJP60W,Kami Bicknell,GTX Basic,Nam-zim,Won,2017-01-11,2017-05-06 00:00:00.000000000,572.00,services,1987,405.59,1179,Brazil,Warephase,Wednesday,January,2017,1,Saturday,May,2017,2,Summer Sewald,West,GTX,550.00
CDKX2A19,Lajuana Vencill,MG Advanced,Zumgoity,Won,2017-01-11,2017-03-12 00:00:00.000000000,3669.00,medical,1984,441.08,1210,United States,Indépendant,Wednesday,January,2017,1,Sunday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
344I60EI,Markita Hansen,GTX Plus Basic,Golddex,Won,2017-01-11,2017-03-16 00:00:00.000000000,1091.00,finance,2008,52.50,165,United States,Indépendant,Wednesday,January,2017,1,Thursday,March,2017,1,Celia Rouche,West,GTX,1096.00
YI30GSB5,Marty Freudenburg,GTX Plus Basic,Rangreen,Lost,2017-01-11,2017-03-31 00:00:00.000000000,0.00,technolgy,1987,2938.67,8775,Panama,Indépendant,Wednesday,January,2017,1,Friday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
0IYQX303,Reed Clapper,GTXPro,Donquadtech,Won,2017-01-11,2017-03-17 00:00:00.000000000,4905.00,technolgy,1992,1712.68,3194,United States,Acme Corporation,Wednesday,January,2017,1,Friday,March,2017,1,Rocco Neubert,East,Inconnu,1096.00
6IMUQYMN,Corliss Cosme,GTX Basic,Vehement Capital Partners,Won,2017-01-12,2017-03-10 00:00:00.000000000,540.00,finance,1993,646.10,883,United States,Golddex,Thursday,January,2017,1,Friday,March,2017,1,Cara Losch,East,GTX,550.00
N9GAZ6B6,Gladys Colclough,MG Special,Zumgoity,Won,2017-01-12,2017-03-20 00:00:00.000000000,49.00,medical,1984,441.08,1210,United States,Indépendant,Thursday,January,2017,1,Monday,March,2017,1,Melvin Marxen,Central,MG,55.00
8O3IYWSM,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-01-12,2017-05-17 00:00:00.000000000,513.00,technolgy,2000,1223.72,2497,Norway,Indépendant,Thursday,January,2017,1,Wednesday,May,2017,2,Melvin Marxen,Central,GTX,550.00
R3OR0J5C,Lajuana Vencill,MG Special,Gogozoom,Won,2017-01-12,2017-03-30 00:00:00.000000000,54.00,telecommunications,2007,86.68,187,United States,Sonron,Thursday,January,2017,1,Thursday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
VCSHYIU8,Maureen Marcano,GTX Plus Basic,Inconnu,Engaging,2017-01-12,2017-07-29 18:49:00.845070336,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Thursday,January,2017,1,Saturday,July,2017,3,Summer Sewald,West,GTX,1096.00
0I6U3MQ6,Violet Mclelland,GTX Basic,Funholding,Engaging,2017-01-12,2017-08-02 07:27:40.103627008,472.00,finance,1991,2819.50,7227,United States,Golddex,Thursday,January,2017,1,Wednesday,August,2017,3,Cara Losch,East,GTX,550.00
RXV4UXRE,Violet Mclelland,MG Special,Yearin,Won,2017-01-12,2017-03-23 00:00:00.000000000,56.00,retail,2005,2261.05,3851,United States,Indépendant,Thursday,January,2017,1,Thursday,March,2017,1,Cara Losch,East,MG,55.00
5AKGNKX1,Anna Snelling,MG Special,Konmatfix,Won,2017-01-13,2017-03-16 00:00:00.000000000,58.00,marketing,1985,375.43,1190,United States,Indépendant,Friday,January,2017,1,Thursday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
KNLMLTJH,Anna Snelling,MG Special,Treequote,Won,2017-01-13,2017-03-27 00:00:00.000000000,58.00,telecommunications,1988,5266.09,8595,United States,Sonron,Friday,January,2017,1,Monday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
WRUG19FZ,Hayden Neloms,MG Advanced,Vehement Capital Partners,Engaging,2017-01-13,2017-08-03 21:47:22.105263104,472.00,finance,1993,646.10,883,United States,Golddex,Friday,January,2017,1,Thursday,August,2017,3,Celia Rouche,West,MG,3393.00
UQQE9ILV,James Ascencio,GTXPro,Iselectrics,Engaging,2017-01-13,2017-08-04 05:21:33.203883520,472.00,technolgy,2011,527.11,1428,United States,Acme Corporation,Friday,January,2017,1,Friday,August,2017,3,Summer Sewald,West,Inconnu,1096.00
G9GH5KV5,Kami Bicknell,GTXPro,Nam-zim,Won,2017-01-13,2017-03-21 00:00:00.000000000,4453.00,services,1987,405.59,1179,Brazil,Warephase,Friday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
H06UZJH8,Kary Hendrixson,MG Special,Plusstrip,Lost,2017-01-13,2017-05-08 00:00:00.000000000,0.00,entertainment,2002,349.81,315,United States,Indépendant,Friday,January,2017,1,Monday,May,2017,2,Summer Sewald,West,MG,55.00
K1RXVUG9,Kary Hendrixson,GTX Basic,Nam-zim,Won,2017-01-13,2017-03-14 00:00:00.000000000,619.00,services,1987,405.59,1179,Brazil,Warephase,Friday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,GTX,550.00
1QT3STIA,Maureen Marcano,GTX Plus Pro,Xx-holding,Won,2017-01-13,2017-05-14 00:00:00.000000000,5163.00,finance,1993,7537.24,20293,United States,Indépendant,Friday,January,2017,1,Sunday,May,2017,2,Summer Sewald,West,GTX,5482.00
070M5M6X,Maureen Marcano,GTXPro,Green-Plus,Won,2017-01-13,2017-03-25 00:00:00.000000000,4071.00,services,2003,692.19,1922,United States,Indépendant,Friday,January,2017,1,Saturday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
DFTR2O9K,Reed Clapper,MG Special,Donquadtech,Won,2017-01-13,2017-05-08 00:00:00.000000000,56.00,technolgy,1992,1712.68,3194,United States,Acme Corporation,Friday,January,2017,1,Monday,May,2017,2,Rocco Neubert,East,MG,55.00
W8CXDBQN,Vicki Laflamme,MG Special,Inconnu,Engaging,2017-01-13,2017-08-02 07:57:14.005763584,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Friday,January,2017,1,Wednesday,August,2017,3,Celia Rouche,West,MG,55.00
S9MECO24,Violet Mclelland,MG Advanced,Sumace,Lost,2017-01-13,2017-03-31 00:00:00.000000000,0.00,retail,2000,167.89,493,Romania,Indépendant,Friday,January,2017,1,Friday,March,2017,1,Cara Losch,East,MG,3393.00
EJSFO67U,Donn Cantrell,GTXPro,Zotware,Won,2017-01-14,2017-03-29 00:00:00.000000000,4375.00,software,1979,4478.47,13809,United States,Indépendant,Saturday,January,2017,1,Wednesday,March,2017,1,Rocco Neubert,East,Inconnu,1096.00
VKT0UN11,James Ascencio,MG Advanced,Codehow,Engaging,2017-01-14,2017-08-04 05:21:33.203883520,472.00,software,1998,2714.90,2641,United States,Acme Corporation,Saturday,January,2017,1,Friday,August,2017,3,Summer Sewald,West,MG,3393.00
SKTD4GGU,Kami Bicknell,GTX Basic,Golddex,Won,2017-01-14,2017-03-28 00:00:00.000000000,610.00,finance,2008,52.50,165,United States,Indépendant,Saturday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,GTX,550.00
JIACLB24,Vicki Laflamme,GTX Basic,Scottech,Engaging,2017-01-14,2017-08-02 07:57:14.005763584,472.00,marketing,2012,45.39,100,United States,Inity,Saturday,January,2017,1,Wednesday,August,2017,3,Celia Rouche,West,GTX,550.00
SNAPG5KC,Vicki Laflamme,MG Advanced,Hatfan,Lost,2017-01-14,2017-05-05 00:00:00.000000000,0.00,services,1982,792.46,1299,United States,Indépendant,Saturday,January,2017,1,Friday,May,2017,2,Celia Rouche,West,MG,3393.00
561707V4,Vicki Laflamme,GTXPro,Xx-holding,Won,2017-01-14,2017-03-17 00:00:00.000000000,4554.00,finance,1993,7537.24,20293,United States,Indépendant,Saturday,January,2017,1,Friday,March,2017,1,Celia Rouche,West,Inconnu,1096.00
J28ZRO9G,Wilburn Farren,MG Advanced,Konex,Won,2017-01-14,2017-05-18 00:00:00.000000000,2880.00,technolgy,1980,7708.38,13756,United States,Indépendant,Saturday,January,2017,1,Thursday,May,2017,2,Cara Losch,East,MG,3393.00
5VYJCJAE,Corliss Cosme,GTX Plus Pro,Zoomit,Engaging,2017-01-15,2017-08-04 04:24:06.288209664,472.00,entertainment,1992,324.19,978,United States,Indépendant,Sunday,January,2017,1,Friday,August,2017,3,Cara Losch,East,GTX,5482.00
BTUG5VDL,Corliss Cosme,GTXPro,Inity,Engaging,2017-01-15,2017-08-04 04:24:06.288209664,472.00,marketing,1986,2403.58,8801,United States,Indépendant,Sunday,January,2017,1,Friday,August,2017,3,Cara Losch,East,Inconnu,1096.00
KZ8Q0AFX,Corliss Cosme,GTX Plus Basic,Initech,Lost,2017-01-15,2017-05-02 00:00:00.000000000,0.00,telecommunications,1994,6395.05,20275,United States,Indépendant,Sunday,January,2017,1,Tuesday,May,2017,2,Cara Losch,East,GTX,1096.00
CT3HBBI2,Elease Gluck,MG Special,Mathtouch,Engaging,2017-01-15,2017-07-29 05:42:51.428571392,472.00,marketing,1984,3027.46,9516,Jordan,Indépendant,Sunday,January,2017,1,Saturday,July,2017,3,Celia Rouche,West,MG,55.00
AOOFHH6F,Markita Hansen,MG Special,Scotfind,Won,2017-01-15,2017-05-18 00:00:00.000000000,60.00,software,1996,6354.87,16780,United States,Bubba Gump,Sunday,January,2017,1,Thursday,May,2017,2,Celia Rouche,West,MG,55.00
5U9Y1P87,Maureen Marcano,GTX Basic,Condax,Won,2017-01-15,2017-03-21 00:00:00.000000000,688.00,medical,2017,4.54,9,United States,Indépendant,Sunday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,GTX,550.00
J0Y91LUA,Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2017-01-15,2017-03-22 00:00:00.000000000,6142.00,marketing,2000,2952.73,5107,United States,Indépendant,Sunday,January,2017,1,Wednesday,March,2017,1,Summer Sewald,West,GTX,5482.00
YBRZQFEO,Maureen Marcano,GTXPro,Green-Plus,Won,2017-01-15,2017-03-31 00:00:00.000000000,4939.00,services,2003,692.19,1922,United States,Indépendant,Sunday,January,2017,1,Friday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
PHR8KB1Y,Niesha Huffines,GTX Plus Pro,Warephase,Won,2017-01-15,2017-05-15 00:00:00.000000000,6270.00,services,1997,2041.73,5276,United States,Indépendant,Sunday,January,2017,1,Monday,May,2017,2,Melvin Marxen,Central,GTX,5482.00
GR2X90DZ,Vicki Laflamme,GTX Basic,Inconnu,Engaging,2017-01-15,2017-08-02 07:57:14.005763584,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Sunday,January,2017,1,Wednesday,August,2017,3,Celia Rouche,West,GTX,550.00
TBZMXKH4,Wilburn Farren,MG Advanced,Acme Corporation,Won,2017-01-15,2017-03-29 00:00:00.000000000,3833.00,technolgy,1996,1100.04,2822,United States,Indépendant,Sunday,January,2017,1,Wednesday,March,2017,1,Cara Losch,East,MG,3393.00
WNXZ1FGS,Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,2017-01-16,2017-03-28 00:00:00.000000000,0.00,software,2002,987.39,2253,United States,Indépendant,Monday,January,2017,1,Tuesday,March,2017,1,Rocco Neubert,East,GTX,1096.00
S3W6Q07M,Kami Bicknell,GTX Plus Pro,Acme Corporation,Engaging,2017-01-16,2017-07-29 04:40:35.294117632,472.00,technolgy,1996,1100.04,2822,United States,Indépendant,Monday,January,2017,1,Saturday,July,2017,3,Summer Sewald,West,GTX,5482.00
K64TY8LU,Maureen Marcano,MG Special,Inconnu,Engaging,2017-01-16,2017-07-29 18:49:00.845070336,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Monday,January,2017,1,Saturday,July,2017,3,Summer Sewald,West,MG,55.00
6389JY2H,Moses Frase,MG Special,Hottechi,Won,2017-01-16,2017-06-02 00:00:00.000000000,57.00,technolgy,1997,8170.38,16499,Korea,Indépendant,Monday,January,2017,1,Friday,June,2017,2,Dustin Brinkmann,Central,MG,55.00
SZ81H1PM,Versie Hillebrand,MG Special,Cancity,Won,2017-01-16,2017-03-17 00:00:00.000000000,47.00,retail,2001,718.62,2448,United States,Indépendant,Monday,January,2017,1,Friday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
M842E8JB,Violet Mclelland,MG Special,Donware,Lost,2017-01-16,2017-03-13 00:00:00.000000000,0.00,marketing,1999,1197.44,2570,United States,Indépendant,Monday,January,2017,1,Monday,March,2017,1,Cara Losch,East,MG,55.00
JRJ7DBW5,Daniell Hammack,MG Advanced,Plussunin,Lost,2017-01-17,2017-03-19 00:00:00.000000000,0.00,retail,2003,1419.98,4018,United States,Indépendant,Tuesday,January,2017,1,Sunday,March,2017,1,Rocco Neubert,East,MG,3393.00
N9C0OCYY,Gladys Colclough,MG Special,Inity,Won,2017-01-17,2017-05-04 00:00:00.000000000,57.00,marketing,1986,2403.58,8801,United States,Indépendant,Tuesday,January,2017,1,Thursday,May,2017,2,Melvin Marxen,Central,MG,55.00
0OESOJNN,James Ascencio,GTX Plus Basic,Warephase,Engaging,2017-01-17,2017-08-04 05:21:33.203883520,472.00,services,1997,2041.73,5276,United States,Indépendant,Tuesday,January,2017,1,Friday,August,2017,3,Summer Sewald,West,GTX,1096.00
R7XZAIWS,Jonathan Berthelot,MG Advanced,Genco Pura Olive Oil Company,Won,2017-01-17,2017-03-14 00:00:00.000000000,3257.00,retail,2007,894.33,1635,Italy,Indépendant,Tuesday,January,2017,1,Tuesday,March,2017,1,Melvin Marxen,Central,MG,3393.00
FFO5WOHT,Kami Bicknell,GTX Basic,Sunnamplex,Won,2017-01-17,2017-05-08 00:00:00.000000000,511.00,marketing,2008,894.37,1593,Poland,Indépendant,Tuesday,January,2017,1,Monday,May,2017,2,Summer Sewald,West,GTX,550.00
XHHJ48MJ,Kami Bicknell,GTX Basic,Y-corporation,Won,2017-01-17,2017-03-14 00:00:00.000000000,607.00,employment,1983,2871.35,9561,United States,Indépendant,Tuesday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,GTX,550.00
YAR5GGA4,Markita Hansen,GTX Plus Pro,Cheers,Won,2017-01-17,2017-03-29 00:00:00.000000000,5120.00,entertainment,1993,4269.90,6472,United States,Massive Dynamic,Tuesday,January,2017,1,Wednesday,March,2017,1,Celia Rouche,West,GTX,5482.00
NOVPMLOV,Niesha Huffines,GTX Plus Basic,Hottechi,Won,2017-01-17,2017-03-23 00:00:00.000000000,1343.00,technolgy,1997,8170.38,16499,Korea,Indépendant,Tuesday,January,2017,1,Thursday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
UPHN2I1Q,Niesha Huffines,MG Special,Rundofase,Won,2017-01-17,2017-05-14 00:00:00.000000000,55.00,technolgy,1983,1008.06,1238,United States,Indépendant,Tuesday,January,2017,1,Sunday,May,2017,2,Melvin Marxen,Central,MG,55.00
NN9R2Y4W,Vicki Laflamme,MG Special,Faxquote,Won,2017-01-17,2017-03-30 00:00:00.000000000,49.00,telecommunications,1995,1825.82,5595,United States,Sonron,Tuesday,January,2017,1,Thursday,March,2017,1,Celia Rouche,West,MG,55.00
977FJ9QQ,Boris Faz,GTX Basic,The New York Inquirer,Lost,2017-01-18,2017-03-29 00:00:00.000000000,0.00,medical,1996,439.21,792,United States,Indépendant,Wednesday,January,2017,1,Wednesday,March,2017,1,Rocco Neubert,East,GTX,550.00
DZ57QIQN,Daniell Hammack,GTX Plus Pro,Inconnu,Engaging,2017-01-18,2017-07-27 12:42:21.176470528,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Wednesday,January,2017,1,Thursday,July,2017,3,Rocco Neubert,East,GTX,5482.00
A6Y1V5Z0,Garret Kinder,GTXPro,Zotware,Won,2017-01-18,2017-06-04 00:00:00.000000000,4426.00,software,1979,4478.47,13809,United States,Indépendant,Wednesday,January,2017,1,Sunday,June,2017,2,Cara Losch,East,Inconnu,1096.00
NU8LWEWU,James Ascencio,GTX Plus Pro,Groovestreet,Won,2017-01-18,2017-05-03 00:00:00.000000000,5264.00,retail,2003,223.80,299,United States,Indépendant,Wednesday,January,2017,1,Wednesday,May,2017,2,Summer Sewald,West,GTX,5482.00
PFHS80CR,Jonathan Berthelot,GTXPro,Conecom,Lost,2017-01-18,2017-05-20 00:00:00.000000000,0.00,technolgy,2005,1520.66,1806,United States,Indépendant,Wednesday,January,2017,1,Saturday,May,2017,2,Melvin Marxen,Central,Inconnu,1096.00
OZ5S8NCK,Kary Hendrixson,GTXPro,Inconnu,Engaging,2017-01-18,2017-07-29 17:37:25.970149376,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Wednesday,January,2017,1,Saturday,July,2017,3,Summer Sewald,West,Inconnu,1096.00
904203D6,Moses Frase,MG Special,Dontechi,Won,2017-01-18,2017-03-29 00:00:00.000000000,59.00,software,1982,4618.00,10083,United States,Indépendant,Wednesday,January,2017,1,Wednesday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
Z0TSV030,Garret Kinder,GTX Basic,Opentech,Won,2017-01-19,2017-03-30 00:00:00.000000000,617.00,finance,1994,355.23,853,United States,Indépendant,Thursday,January,2017,1,Thursday,March,2017,1,Cara Losch,East,GTX,550.00
8C4QM1X6,Gladys Colclough,GTX Basic,Codehow,Won,2017-01-19,2017-06-04 00:00:00.000000000,565.00,software,1998,2714.90,2641,United States,Acme Corporation,Thursday,January,2017,1,Sunday,June,2017,2,Melvin Marxen,Central,GTX,550.00
NOPI41RP,James Ascencio,GTX Basic,Sonron,Won,2017-01-19,2017-03-01 00:00:00.000000000,511.00,telecommunications,1999,1699.85,5108,United States,Indépendant,Thursday,January,2017,1,Wednesday,March,2017,1,Summer Sewald,West,GTX,550.00
2536CW3V,Kami Bicknell,GTX Plus Basic,Rantouch,Lost,2017-01-19,2017-05-08 00:00:00.000000000,0.00,telecommunications,1994,1188.42,3015,United States,Indépendant,Thursday,January,2017,1,Monday,May,2017,2,Summer Sewald,West,GTX,1096.00
AC5YXLIR,Kary Hendrixson,MG Special,Faxquote,Won,2017-01-19,2017-03-30 00:00:00.000000000,60.00,telecommunications,1995,1825.82,5595,United States,Sonron,Thursday,January,2017,1,Thursday,March,2017,1,Summer Sewald,West,MG,55.00
HSGJKH6U,Kary Hendrixson,MG Advanced,Plexzap,Won,2017-01-19,2017-03-29 00:00:00.000000000,3407.00,retail,2001,2437.85,4874,United States,Indépendant,Thursday,January,2017,1,Wednesday,March,2017,1,Summer Sewald,West,MG,3393.00
4TZF9N1D,Kary Hendrixson,MG Advanced,Xx-holding,Won,2017-01-19,2017-03-28 00:00:00.000000000,3273.00,finance,1993,7537.24,20293,United States,Indépendant,Thursday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,MG,3393.00
HNKZ2IC6,Markita Hansen,GTX Plus Basic,Y-corporation,Lost,2017-01-19,2017-03-26 00:00:00.000000000,0.00,employment,1983,2871.35,9561,United States,Indépendant,Thursday,January,2017,1,Sunday,March,2017,1,Celia Rouche,West,GTX,1096.00
BB6TCH8B,Markita Hansen,MG Special,Sunnamplex,Lost,2017-01-19,2017-05-05 00:00:00.000000000,0.00,marketing,2008,894.37,1593,Poland,Indépendant,Thursday,January,2017,1,Friday,May,2017,2,Celia Rouche,West,MG,55.00
IMTPZV7J,Moses Frase,MG Advanced,Gogozoom,Won,2017-01-19,2017-05-01 00:00:00.000000000,3363.00,telecommunications,2007,86.68,187,United States,Sonron,Thursday,January,2017,1,Monday,May,2017,2,Dustin Brinkmann,Central,MG,3393.00
A4JROIDO,Vicki Laflamme,MG Special,Inconnu,Engaging,2017-01-19,2017-08-02 07:57:14.005763584,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Thursday,January,2017,1,Wednesday,August,2017,3,Celia Rouche,West,MG,55.00
6NXY7144,Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-01-19,2017-03-31 00:00:00.000000000,365.00,finance,1993,7537.24,20293,United States,Indépendant,Thursday,January,2017,1,Friday,March,2017,1,Celia Rouche,West,GTX,550.00
KBKHKULU,Zane Levy,GTX Plus Pro,Lexiqvolax,Won,2017-01-19,2017-03-18 00:00:00.000000000,4869.00,medical,2004,1618.89,3889,United States,Indépendant,Thursday,January,2017,1,Saturday,March,2017,1,Summer Sewald,West,GTX,5482.00
INMJIFTF,Corliss Cosme,GTX Basic,Ontomedia,Won,2017-01-20,2017-06-06 00:00:00.000000000,599.00,employment,1997,882.12,2769,United States,Indépendant,Friday,January,2017,1,Tuesday,June,2017,2,Cara Losch,East,GTX,550.00
FUVQ5UKB,Daniell Hammack,MG Advanced,Konex,Won,2017-01-20,2017-05-20 00:00:00.000000000,3194.00,technolgy,1980,7708.38,13756,United States,Indépendant,Friday,January,2017,1,Saturday,May,2017,2,Rocco Neubert,East,MG,3393.00
O462ARMZ,Garret Kinder,GTX Plus Pro,Condax,Won,2017-01-20,2017-06-05 00:00:00.000000000,5429.00,medical,2017,4.54,9,United States,Indépendant,Friday,January,2017,1,Monday,June,2017,2,Cara Losch,East,GTX,5482.00
6DCKCXDC,Jonathan Berthelot,GTXPro,Hottechi,Won,2017-01-20,2017-05-05 00:00:00.000000000,5008.00,technolgy,1997,8170.38,16499,Korea,Indépendant,Friday,January,2017,1,Friday,May,2017,2,Melvin Marxen,Central,Inconnu,1096.00
QVF0JRM5,Jonathan Berthelot,MG Advanced,Domzoom,Won,2017-01-20,2017-03-28 00:00:00.000000000,3459.00,entertainment,1998,217.87,551,United States,Indépendant,Friday,January,2017,1,Tuesday,March,2017,1,Melvin Marxen,Central,MG,3393.00
7QGG2LO3,Kary Hendrixson,GTXPro,Xx-holding,Lost,2017-01-20,2017-05-25 00:00:00.000000000,0.00,finance,1993,7537.24,20293,United States,Indépendant,Friday,January,2017,1,Thursday,May,2017,2,Summer Sewald,West,Inconnu,1096.00
Y6HNPIIT,Kary Hendrixson,GTXPro,Hottechi,Won,2017-01-20,2017-03-07 00:00:00.000000000,4559.00,technolgy,1997,8170.38,16499,Korea,Indépendant,Friday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
IBKRO1AN,Kary Hendrixson,GTXPro,Labdrill,Won,2017-01-20,2017-03-28 00:00:00.000000000,4221.00,medical,1985,2741.37,9226,United States,Indépendant,Friday,January,2017,1,Tuesday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
3TDWLPMV,Lajuana Vencill,MG Advanced,Warephase,Lost,2017-01-20,2017-03-11 00:00:00.000000000,0.00,services,1997,2041.73,5276,United States,Indépendant,Friday,January,2017,1,Saturday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
JN1ZFD18,Lajuana Vencill,MG Special,Domzoom,Won,2017-01-20,2017-03-06 00:00:00.000000000,56.00,entertainment,1998,217.87,551,United States,Indépendant,Friday,January,2017,1,Monday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
ZE7ILYKB,Markita Hansen,GTXPro,Nam-zim,Won,2017-01-20,2017-05-03 00:00:00.000000000,5508.00,services,1987,405.59,1179,Brazil,Warephase,Friday,January,2017,1,Wednesday,May,2017,2,Celia Rouche,West,Inconnu,1096.00
SRFVQ0HG,Moses Frase,GTX Plus Basic,Codehow,Lost,2017-01-20,2017-03-24 00:00:00.000000000,0.00,software,1998,2714.90,2641,United States,Acme Corporation,Friday,January,2017,1,Friday,March,2017,1,Dustin Brinkmann,Central,GTX,1096.00
D7H1EGS9,Zane Levy,GTX Basic,Lexiqvolax,Lost,2017-01-20,2017-03-20 00:00:00.000000000,0.00,medical,2004,1618.89,3889,United States,Indépendant,Friday,January,2017,1,Monday,March,2017,1,Summer Sewald,West,GTX,550.00
1DDW2GQW,Anna Snelling,MG Advanced,Cancity,Lost,2017-01-21,2017-03-09 00:00:00.000000000,0.00,retail,2001,718.62,2448,United States,Indépendant,Saturday,January,2017,1,Thursday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
